,customer,project,total_hours,discount%,weekday,hour,num_projects,Frontend%,Backend%,UI/UX%,DevOps%,Maintenance%,Testing%,Consulting%,Security%,class,labels
18367,18367,18367,49.0,19.46,4,17,7,20.9,19.6,8.3,12.4,13.4,5.2,4.4,15.7,full_stack_enterprise,2
18368,18368,18368,37.0,9.98,2,13,6,24.6,16.6,4.1,10.3,15.3,8.5,16.8,3.7,maintenance_specialists,4
18369,18369,18369,52.0,13.43,7,19,5,25.8,18.3,6.4,17.2,0.0,14.3,0.9,17.1,full_stack_enterprise,2
18370,18370,18370,26.0,3.31,4,14,5,9.2,28.0,10.7,12.6,17.3,4.5,11.0,6.6,innovation_focused,6
18371,18371,18371,35.0,20.03,7,9,2,10.4,27.7,1.0,4.4,17.8,19.4,13.1,6.2,backend_focused,1
18372,18372,18372,56.0,9.99,6,10,1,12.2,18.0,16.1,11.4,11.2,7.5,9.9,13.7,frontend_specialists,0
18373,18373,18373,19.0,24.79,2,20,7,17.4,26.0,4.1,19.6,2.7,8.1,7.0,15.2,innovation_focused,6
18374,18374,18374,59.0,19.8,2,20,3,11.9,24.1,14.4,11.5,10.1,9.7,10.3,8.2,backend_focused,1
18376,18376,18376,19.0,18.36,1,19,1,12.2,19.0,10.4,6.5,13.5,18.3,4.4,15.7,innovation_focused,6
18377,18377,18377,38.0,18.21,3,9,5,14.7,19.2,13.1,6.3,8.3,9.5,13.6,15.3,maintenance_specialists,4
18378,18378,18378,49.0,13.54,7,8,2,29.7,19.4,15.2,4.7,19.8,0.3,11.0,0.0,full_service_partners,3
18379,18379,18379,65.0,11.92,7,20,7,33.0,17.2,4.9,24.7,4.5,0.0,9.7,6.1,devops_specialists,8
18380,18380,18380,46.0,12.93,3,8,1,18.0,20.1,8.5,10.9,11.8,17.5,9.2,4.0,backend_focused,1
18381,18381,18381,41.0,22.99,5,15,3,20.7,20.2,15.1,18.0,0.0,0.0,15.3,10.8,devops_specialists,8
18382,18382,18382,54.0,4.21,3,19,7,21.9,12.3,5.5,15.7,0.0,10.4,15.9,18.4,full_stack_enterprise,2
18383,18383,18383,32.0,15.51,2,19,2,18.1,25.8,4.5,11.4,11.4,1.7,18.3,8.7,technical_diversified,5
18384,18384,18384,47.0,1.67,4,18,6,19.1,26.5,4.5,6.1,8.4,14.6,4.9,15.7,backend_focused,1
18385,18385,18385,27.0,17.98,5,17,3,16.3,28.4,6.0,15.2,4.6,9.1,14.0,6.4,innovation_focused,6
18386,18386,18386,46.0,11.33,2,9,3,14.2,27.7,18.9,6.3,7.7,8.5,9.9,6.9,frontend_specialists,0
18387,18387,18387,43.0,19.03,6,21,1,28.6,16.6,9.9,4.8,16.7,11.4,11.9,0.0,full_service_partners,3
18388,18388,18388,33.0,9.06,7,17,7,15.8,23.6,17.1,9.6,6.6,0.0,18.6,8.7,maintenance_specialists,4
18389,18389,18389,47.0,12.94,4,15,4,29.9,8.6,0.0,7.7,7.5,7.7,19.3,19.3,technical_diversified,5
18390,18390,18390,47.0,20.06,4,16,7,11.4,19.2,15.6,0.0,5.1,11.1,21.9,15.7,maintenance_specialists,4
18391,18391,18391,63.0,16.01,5,21,4,18.6,18.2,4.7,10.0,11.0,12.2,17.1,8.3,technical_diversified,5
18392,18392,18392,21.0,27.34,3,15,3,14.8,15.9,21.6,9.9,0.0,6.8,28.0,3.1,innovation_focused,6
18393,18393,18393,44.0,11.15,5,11,1,25.8,19.0,17.7,9.4,4.8,0.0,19.1,4.3,technical_diversified,5
18394,18394,18394,34.0,10.46,5,21,7,13.4,20.6,0.0,20.8,15.4,0.0,13.7,16.1,devops_specialists,8
18395,18395,18395,58.0,24.89,6,19,3,20.0,14.2,8.3,0.0,13.6,15.7,19.0,9.3,technical_diversified,5
18396,18396,18396,56.0,12.06,5,21,2,24.1,21.9,10.9,2.1,11.6,13.4,6.2,9.9,security_focused,7
18397,18397,18397,53.0,11.69,6,16,5,10.9,20.8,1.1,11.0,9.5,17.7,13.5,15.6,backend_focused,1
18398,18398,18398,34.0,18.06,4,17,7,23.5,14.5,13.6,16.7,2.8,12.6,11.9,4.4,devops_specialists,8
18399,18399,18399,58.0,13.69,3,17,7,23.0,21.4,7.1,1.9,6.8,19.7,11.6,8.4,security_focused,7
18400,18400,18400,22.0,12.51,6,8,5,27.7,22.6,2.8,0.1,24.7,1.2,11.7,9.2,full_service_partners,3
18401,18401,18401,19.0,9.46,6,21,4,26.2,13.3,14.4,7.4,13.4,9.4,5.2,10.8,innovation_focused,6
18402,18402,18402,26.0,25.9,1,21,5,28.9,0.9,4.4,5.7,4.5,21.9,21.2,12.5,security_focused,7
18403,18403,18403,44.0,13.79,4,10,4,10.9,21.2,6.9,4.8,24.1,14.8,11.3,5.9,full_service_partners,3
18404,18404,18404,55.0,10.5,5,10,6,19.5,16.7,19.0,1.3,6.7,5.9,9.5,21.5,full_stack_enterprise,2
18406,18406,18406,65.0,17.84,7,13,6,31.7,14.5,6.1,16.6,9.8,11.0,0.0,10.3,devops_specialists,8
18407,18407,18407,47.0,26.69,4,14,4,15.0,13.8,19.0,6.5,8.6,23.6,13.0,0.5,security_focused,7
18408,18408,18408,21.0,13.65,2,17,2,17.9,17.2,17.2,10.9,4.7,11.6,16.6,3.9,innovation_focused,6
18409,18409,18409,47.0,8.1,3,17,7,24.8,26.7,4.4,12.6,22.3,0.0,2.6,6.5,full_service_partners,3
18410,18410,18410,61.0,30.35,7,14,2,18.4,26.6,0.7,7.6,15.5,15.3,12.0,3.8,full_service_partners,3
18411,18411,18411,54.0,16.08,1,16,6,17.4,19.2,9.3,9.2,14.1,8.3,11.0,11.6,maintenance_specialists,4
18412,18412,18412,61.0,14.15,3,20,4,6.8,14.8,11.7,11.1,4.4,17.6,23.1,10.4,technical_diversified,5
18413,18413,18413,25.0,15.57,2,19,5,14.7,18.8,5.7,5.1,14.8,15.0,7.0,18.8,innovation_focused,6
18414,18414,18414,39.0,5.04,1,17,5,19.1,20.2,4.4,14.6,4.3,6.9,15.0,15.4,full_stack_enterprise,2
18415,18415,18415,31.0,14.64,4,13,4,16.5,31.2,0.0,19.7,12.4,15.7,4.1,0.2,backend_focused,1
18416,18416,18416,71.0,21.08,1,9,7,9.1,16.3,14.1,20.9,16.5,9.6,6.7,6.8,devops_specialists,8
18417,18417,18417,55.0,24.76,5,12,3,19.7,9.7,28.7,8.7,6.6,6.4,14.0,6.3,frontend_specialists,0
18418,18418,18418,88.0,12.13,7,18,3,21.3,24.5,1.3,12.2,11.8,9.8,8.7,10.4,full_service_partners,3
18419,18419,18419,38.0,16.5,2,19,6,23.7,30.1,1.5,4.0,3.5,15.5,13.9,7.7,backend_infrastructure,9
18420,18420,18420,34.0,24.9,6,20,2,31.6,24.4,1.6,6.8,0.0,13.6,6.7,15.4,backend_infrastructure,9
18421,18421,18421,43.0,15.3,5,8,2,23.1,15.8,5.5,5.9,17.0,8.4,3.7,20.5,full_stack_enterprise,2
18422,18422,18422,66.0,20.76,7,10,5,28.7,13.8,11.6,8.2,6.9,6.5,6.6,17.7,full_stack_enterprise,2
18423,18423,18423,40.0,18.39,2,11,5,30.3,17.7,8.3,10.3,5.8,18.2,2.3,7.1,security_focused,7
18424,18424,18424,47.0,9.69,4,18,5,28.5,13.1,19.0,17.2,9.5,3.9,0.0,8.7,frontend_specialists,0
18425,18425,18425,46.0,7.67,7,12,7,19.9,19.5,0.0,10.9,5.1,14.2,15.7,14.8,maintenance_specialists,4
18426,18426,18426,46.0,23.47,4,15,6,22.6,18.3,2.7,7.3,1.4,18.4,13.5,15.8,security_focused,7
18427,18427,18427,35.0,0.0,5,11,6,34.4,15.1,5.8,14.9,2.6,11.0,16.2,0.0,backend_infrastructure,9
18428,18428,18428,43.0,9.65,2,15,4,17.6,24.5,9.4,12.1,5.7,6.6,8.1,15.9,full_stack_enterprise,2
18429,18429,18429,42.0,3.84,2,15,7,18.1,21.0,6.2,15.5,1.3,16.0,10.9,11.0,backend_focused,1
18430,18430,18430,45.0,23.49,4,17,2,23.1,17.6,13.0,4.3,27.6,2.8,4.0,7.6,full_service_partners,3
18431,18431,18431,59.0,25.92,3,14,2,22.5,28.0,8.7,6.6,11.3,0.0,10.1,12.8,backend_infrastructure,9
18432,18432,18432,71.0,9.21,7,16,3,16.1,19.9,12.5,10.6,23.4,11.0,0.0,6.5,full_service_partners,3
18433,18433,18433,32.0,37.12,5,18,6,19.4,17.8,11.5,9.3,3.6,11.1,10.7,16.5,innovation_focused,6
18434,18434,18434,39.0,26.02,5,21,1,33.3,15.7,5.8,0.0,15.6,0.0,6.4,23.1,full_stack_enterprise,2
18435,18435,18435,33.0,16.58,2,16,2,18.0,23.8,4.2,8.8,12.2,14.3,2.8,15.7,innovation_focused,6
18436,18436,18436,48.0,27.0,6,18,2,8.2,22.7,6.1,10.7,17.6,14.2,8.6,12.0,full_service_partners,3
18437,18437,18437,37.0,9.87,1,14,1,13.3,22.5,16.3,0.0,0.0,8.3,22.4,17.2,technical_diversified,5
18438,18438,18438,49.0,12.79,6,18,1,32.0,26.9,10.6,0.0,6.9,6.6,12.8,4.2,backend_infrastructure,9
18439,18439,18439,62.0,18.71,4,13,7,14.8,16.9,11.1,9.8,18.5,0.0,17.2,11.7,maintenance_specialists,4
18441,18441,18441,52.0,4.73,4,8,2,17.7,18.8,22.5,19.1,9.4,11.8,0.9,0.0,frontend_specialists,0
18442,18442,18442,38.0,7.5,7,9,5,14.2,16.2,19.5,13.9,10.5,8.3,11.2,6.1,frontend_specialists,0
18443,18443,18443,52.0,13.43,6,18,2,15.9,16.2,7.7,16.7,2.9,7.3,18.6,14.7,technical_diversified,5
18444,18444,18444,32.0,18.75,3,12,6,22.1,16.0,22.2,4.3,13.3,1.9,9.2,10.9,frontend_specialists,0
18445,18445,18445,63.0,12.3,1,21,7,27.5,19.2,16.3,5.2,6.9,0.0,15.1,9.8,maintenance_specialists,4
18446,18446,18446,59.0,1.88,1,20,4,13.4,12.4,7.6,14.1,10.8,7.1,20.8,13.7,technical_diversified,5
18447,18447,18447,54.0,18.76,1,21,3,14.3,16.4,11.5,15.2,13.4,5.1,6.1,18.0,full_stack_enterprise,2
18448,18448,18448,57.0,25.19,3,16,6,20.9,13.0,10.9,15.9,8.7,12.3,0.3,17.9,full_stack_enterprise,2
18449,18449,18449,34.0,9.72,4,16,4,30.5,16.2,3.7,11.3,10.0,1.1,12.8,14.4,backend_infrastructure,9
18450,18450,18450,36.0,28.3,1,14,1,16.3,21.9,13.5,9.1,0.0,19.7,9.2,10.2,backend_focused,1
18451,18451,18451,56.0,21.95,4,20,2,19.1,11.4,13.6,16.3,5.4,18.6,4.4,11.1,security_focused,7
18452,18452,18452,33.0,6.57,4,13,2,18.5,21.9,3.3,13.2,5.5,8.3,7.7,21.5,full_stack_enterprise,2
18453,18453,18453,67.0,9.82,3,17,3,15.0,28.4,5.9,12.0,3.0,13.6,8.6,13.5,backend_focused,1
18454,18454,18454,40.0,12.5,4,17,3,18.4,22.5,3.6,16.8,4.2,6.6,12.6,15.3,devops_specialists,8
18455,18455,18455,53.0,13.52,2,19,3,15.2,8.2,16.2,15.0,19.6,3.7,4.6,17.6,full_stack_enterprise,2
18456,18456,18456,76.0,0.0,4,14,3,25.6,25.5,5.5,6.4,10.2,15.6,5.2,5.8,backend_infrastructure,9
18457,18457,18457,34.0,8.97,7,18,4,20.6,11.2,18.2,6.9,7.0,7.6,15.3,13.2,frontend_specialists,0
18458,18458,18458,46.0,10.57,2,13,4,24.1,12.9,12.5,12.4,16.4,3.0,10.3,8.4,full_service_partners,3
18459,18459,18459,61.0,30.12,1,12,3,19.6,17.9,10.6,10.2,8.8,20.0,6.1,6.8,security_focused,7
18460,18460,18460,59.0,16.82,6,13,6,19.4,25.7,10.8,9.7,9.5,6.8,18.1,0.0,maintenance_specialists,4
18461,18461,18461,40.0,8.62,2,8,3,16.8,21.4,4.5,11.4,10.7,5.5,11.2,18.5,full_stack_enterprise,2
18462,18462,18462,37.0,11.49,1,12,4,19.9,9.3,4.0,5.6,17.1,12.0,24.9,7.2,technical_diversified,5
18463,18463,18463,42.0,18.4,6,20,2,14.9,19.6,2.0,1.0,15.6,16.4,20.7,9.8,technical_diversified,5
18464,18464,18464,67.0,11.98,2,8,2,17.4,19.6,1.0,8.3,19.1,8.1,20.6,5.9,technical_diversified,5
18465,18465,18465,41.0,10.32,7,12,5,28.8,13.5,19.8,6.0,0.0,8.7,8.1,15.1,frontend_specialists,0
18466,18466,18466,46.0,10.57,2,21,2,18.0,20.9,8.1,13.5,13.8,8.6,10.5,6.7,full_service_partners,3
18467,18467,18467,39.0,18.84,1,9,2,18.1,8.4,7.8,11.8,12.1,19.9,11.7,10.2,security_focused,7
18468,18468,18468,56.0,3.95,3,18,6,23.0,19.0,6.6,4.5,5.8,17.6,13.2,10.3,security_focused,7
18469,18469,18469,47.0,6.3,4,17,5,11.8,24.3,5.6,20.5,7.8,6.3,12.1,11.7,devops_specialists,8
18470,18470,18470,30.0,7.58,2,12,6,21.4,19.8,7.9,7.1,13.6,14.5,10.1,5.6,innovation_focused,6
18471,18471,18471,30.0,6.17,5,17,5,18.6,15.9,9.1,13.5,10.2,8.2,12.9,11.6,innovation_focused,6
18473,18473,18473,33.0,22.17,7,20,4,25.7,25.5,5.5,4.4,10.8,16.7,0.0,11.3,backend_infrastructure,9
18474,18474,18474,57.0,23.29,6,11,7,12.2,21.0,7.3,11.0,16.3,13.2,2.3,16.6,full_stack_enterprise,2
18475,18475,18475,65.0,17.17,4,13,7,18.0,18.0,4.7,11.0,13.0,1.0,21.2,13.0,maintenance_specialists,4
18476,18476,18476,55.0,16.72,3,17,3,13.1,15.7,13.5,13.9,9.3,10.3,9.1,15.0,full_stack_enterprise,2
18477,18477,18477,53.0,9.64,3,15,4,7.8,22.8,14.4,17.5,11.3,0.0,15.6,10.7,maintenance_specialists,4
18478,18478,18478,43.0,0.0,1,13,3,23.9,21.3,16.3,6.4,6.2,8.2,13.4,4.3,frontend_specialists,0
18479,18479,18479,57.0,16.15,5,8,2,29.1,13.9,12.3,8.2,14.2,20.9,1.5,0.0,security_focused,7
18480,18480,18480,49.0,17.38,7,18,3,20.4,15.2,7.1,18.4,1.0,10.4,11.0,16.4,devops_specialists,8
18481,18481,18481,72.0,9.61,7,16,5,5.4,23.7,13.1,13.5,15.0,6.4,16.2,6.7,maintenance_specialists,4
18482,18482,18482,44.0,6.39,4,11,5,22.9,19.9,2.2,11.0,4.6,21.3,13.5,4.6,security_focused,7
18483,18483,18483,65.0,4.81,7,21,6,19.8,26.2,11.6,6.9,23.7,0.0,11.7,0.0,full_service_partners,3
18484,18484,18484,58.0,16.34,7,14,3,15.7,21.8,20.6,8.0,0.0,8.7,16.3,8.8,frontend_specialists,0
18485,18485,18485,56.0,15.66,3,8,3,13.6,26.0,18.2,22.4,1.5,0.0,15.7,2.6,devops_specialists,8
18487,18487,18487,59.0,8.56,4,16,2,24.9,11.8,13.2,4.6,0.0,15.7,15.3,14.5,technical_diversified,5
18488,18488,18488,43.0,12.7,1,10,7,23.9,26.2,6.1,18.9,4.6,9.1,0.7,10.5,devops_specialists,8
18489,18489,18489,38.0,15.14,4,20,2,25.6,18.2,19.8,0.0,17.2,6.3,12.9,0.0,frontend_specialists,0
18490,18490,18490,23.0,10.6,3,10,2,26.5,21.9,11.0,5.6,7.7,9.6,9.6,8.1,innovation_focused,6
18491,18491,18491,45.0,21.71,2,17,2,11.3,5.9,16.2,10.2,12.8,12.0,18.3,13.5,technical_diversified,5
18492,18492,18492,46.0,24.91,6,15,1,21.1,24.0,21.6,2.5,0.0,9.7,10.2,11.0,frontend_specialists,0
18493,18493,18493,25.0,6.16,6,21,1,22.5,18.8,11.8,3.0,12.0,15.7,1.2,15.0,innovation_focused,6
18494,18494,18494,23.0,11.34,5,9,4,14.0,19.5,6.3,18.0,19.8,10.0,5.1,7.4,innovation_focused,6
18495,18495,18495,52.0,25.6,7,16,7,16.5,19.9,8.1,5.2,23.6,0.8,15.0,10.9,maintenance_specialists,4
18496,18496,18496,58.0,17.59,6,10,3,18.9,27.1,7.0,8.8,9.6,5.4,13.1,10.1,technical_diversified,5
18497,18497,18497,48.0,15.94,2,9,2,16.6,30.7,14.1,15.7,7.7,5.5,0.7,9.1,backend_focused,1
18498,18498,18498,62.0,17.73,2,12,2,19.5,19.7,0.0,9.3,16.6,16.6,8.6,9.7,full_service_partners,3
18499,18499,18499,44.0,20.25,3,16,5,12.4,25.6,17.0,8.8,28.5,0.1,1.3,6.3,full_service_partners,3
18500,18500,18500,44.0,18.11,7,19,7,27.6,18.2,17.2,7.9,0.0,5.5,7.8,15.8,full_stack_enterprise,2
18501,18501,18501,31.0,16.71,1,16,7,20.5,16.1,3.7,4.7,14.9,4.5,18.4,17.0,maintenance_specialists,4
18502,18502,18502,22.0,15.08,7,15,7,22.9,12.2,6.4,6.9,12.9,24.7,0.0,14.1,security_focused,7
18503,18503,18503,73.0,25.79,5,15,1,17.3,28.4,0.0,7.9,15.1,7.1,17.4,6.9,technical_diversified,5
18504,18504,18504,62.0,12.87,2,14,6,10.9,23.6,4.0,4.4,20.8,7.4,23.5,5.2,maintenance_specialists,4
18505,18505,18505,24.0,15.01,1,10,6,9.3,20.8,18.7,14.7,14.2,10.4,1.8,10.1,innovation_focused,6
18506,18506,18506,47.0,27.42,5,10,7,15.9,23.9,2.4,20.6,11.0,5.4,13.6,7.2,devops_specialists,8
18507,18507,18507,43.0,17.61,3,12,2,29.5,17.8,15.2,0.0,13.8,8.1,5.9,9.7,frontend_specialists,0
18508,18508,18508,41.0,14.47,6,16,3,17.2,21.8,2.2,7.6,11.8,9.5,19.2,10.6,technical_diversified,5
18509,18509,18509,39.0,20.05,5,8,5,13.1,19.5,10.4,3.5,13.2,7.4,16.5,16.4,maintenance_specialists,4
18510,18510,18510,51.0,16.82,6,21,4,19.2,22.5,6.3,4.1,10.8,11.9,12.0,13.2,full_stack_enterprise,2
18511,18511,18511,57.0,9.09,4,10,7,10.9,19.8,14.1,12.3,9.2,5.8,17.7,10.2,maintenance_specialists,4
18512,18512,18512,51.0,16.96,6,16,4,20.4,20.4,10.4,5.8,19.7,11.7,7.1,4.5,full_service_partners,3
18513,18513,18513,43.0,8.53,3,14,7,18.3,23.5,12.9,4.0,6.9,9.5,13.0,11.7,maintenance_specialists,4
18514,18514,18514,43.0,29.61,2,9,6,15.8,14.8,8.4,13.5,24.7,4.5,6.7,11.5,full_service_partners,3
18515,18515,18515,59.0,16.91,4,9,1,17.2,27.3,3.1,20.2,6.5,12.7,5.0,8.1,backend_focused,1
18516,18516,18516,52.0,7.49,1,8,3,13.5,14.7,7.5,10.8,9.4,10.9,9.7,23.6,full_stack_enterprise,2
18517,18517,18517,46.0,11.86,2,17,3,12.2,19.1,15.3,4.0,12.0,12.1,9.0,16.4,full_stack_enterprise,2
18518,18518,18518,44.0,21.08,4,10,4,31.8,21.3,4.3,8.0,9.3,9.4,8.9,7.0,backend_infrastructure,9
18519,18519,18519,50.0,6.27,6,11,6,30.7,18.7,6.3,13.0,13.6,1.2,9.0,7.5,backend_infrastructure,9
18520,18520,18520,38.0,36.76,6,8,2,13.6,26.4,11.7,8.7,6.6,4.8,15.1,13.1,technical_diversified,5
18521,18521,18521,57.0,3.36,3,21,7,17.1,25.3,5.4,14.1,13.7,3.7,12.4,8.3,maintenance_specialists,4
18522,18522,18522,29.0,22.41,4,20,2,16.3,20.6,14.9,8.8,4.7,13.4,4.5,16.8,innovation_focused,6
18523,18523,18523,39.0,11.11,7,8,5,34.4,26.5,16.9,1.3,12.1,1.5,7.2,0.0,backend_infrastructure,9
18524,18524,18524,54.0,8.53,4,10,5,31.8,5.4,10.7,18.8,15.3,2.7,9.6,5.8,devops_specialists,8
18525,18525,18525,28.0,19.3,6,12,3,16.1,15.8,17.1,0.5,10.3,11.4,14.4,14.4,innovation_focused,6
18526,18526,18526,21.0,11.37,6,15,1,13.6,21.6,17.6,18.0,8.0,11.1,0.0,10.1,innovation_focused,6
18527,18527,18527,46.0,27.73,2,12,2,32.4,21.2,3.3,16.3,14.7,9.8,0.0,2.4,backend_infrastructure,9
18528,18528,18528,20.0,3.79,6,19,6,22.7,19.9,9.3,15.2,4.2,6.7,11.6,10.5,innovation_focused,6
18529,18529,18529,26.0,19.5,4,14,2,26.9,17.2,15.2,6.9,11.2,11.7,0.0,11.0,innovation_focused,6
18530,18530,18530,56.0,12.8,5,16,1,23.1,23.7,2.7,19.9,19.1,0.0,11.5,0.0,full_service_partners,3
18531,18531,18531,42.0,17.37,6,8,2,5.0,16.5,13.5,12.9,22.3,5.1,16.8,7.9,full_service_partners,3
18532,18532,18532,64.0,19.11,2,12,7,19.0,38.5,20.1,11.8,0.7,5.2,4.4,0.3,frontend_specialists,0
18533,18533,18533,27.0,1.15,5,9,2,24.8,17.0,11.0,9.4,9.4,11.8,6.0,10.6,innovation_focused,6
18534,18534,18534,44.0,16.87,4,8,1,15.8,25.6,10.7,14.6,2.7,16.0,8.2,6.4,backend_focused,1
18535,18535,18535,51.0,23.71,6,14,6,16.7,23.1,20.8,0.0,6.6,13.4,11.8,7.6,frontend_specialists,0
18536,18536,18536,27.0,18.73,7,14,1,6.9,26.5,0.0,18.0,14.7,12.4,4.1,17.4,backend_focused,1
18537,18537,18537,60.0,12.05,5,8,6,26.3,13.5,12.8,9.6,4.8,2.0,15.4,15.7,full_stack_enterprise,2
18538,18538,18538,53.0,3.69,7,17,6,21.9,16.6,9.9,9.1,5.6,20.5,2.2,14.3,security_focused,7
18539,18539,18539,21.0,19.06,3,21,6,13.0,12.5,2.1,17.4,13.7,9.5,12.7,19.1,innovation_focused,6
18540,18540,18540,44.0,30.01,6,14,5,10.9,25.8,16.0,9.6,6.8,12.8,3.9,14.2,backend_focused,1
18541,18541,18541,51.0,20.29,3,13,5,15.9,22.1,6.7,10.1,8.4,6.9,11.8,18.0,full_stack_enterprise,2
18542,18542,18542,36.0,24.26,4,13,1,26.8,10.4,15.5,4.5,9.6,1.6,15.5,16.1,technical_diversified,5
18543,18543,18543,23.0,22.46,5,19,6,28.8,12.2,2.7,5.8,10.4,7.4,16.2,16.4,innovation_focused,6
18544,18544,18544,49.0,11.86,4,8,1,21.3,27.4,5.5,15.6,3.7,13.7,0.0,12.8,backend_focused,1
18545,18545,18545,78.0,15.72,3,18,3,24.5,13.3,4.9,13.0,7.3,14.8,11.1,11.1,security_focused,7
18546,18546,18546,39.0,21.95,5,17,6,22.3,17.4,21.0,7.2,11.9,8.5,1.8,9.8,frontend_specialists,0
18547,18547,18547,69.0,2.36,3,14,7,21.7,17.0,12.7,15.2,21.7,4.4,7.3,0.0,full_service_partners,3
18548,18548,18548,34.0,20.21,5,8,4,24.7,23.8,3.0,3.2,12.2,10.4,7.0,15.7,backend_infrastructure,9
18549,18549,18549,48.0,25.07,6,17,6,20.5,26.1,7.9,12.0,14.5,4.3,8.5,6.2,maintenance_specialists,4
18550,18550,18550,57.0,14.59,2,17,7,28.2,26.7,7.5,9.7,2.8,19.9,5.2,0.0,backend_infrastructure,9
18551,18551,18551,45.0,21.51,4,19,7,16.6,21.8,9.4,13.6,13.8,4.7,13.5,6.6,maintenance_specialists,4
18552,18552,18552,41.0,10.57,7,19,7,25.3,16.7,11.9,7.7,9.3,9.6,4.0,15.5,full_stack_enterprise,2
18553,18553,18553,56.0,15.31,7,12,4,24.7,20.3,0.4,21.3,4.5,7.5,9.1,12.2,devops_specialists,8
18554,18554,18554,73.0,12.82,6,8,6,26.3,7.3,7.1,13.2,9.3,12.9,8.1,15.7,security_focused,7
18555,18555,18555,50.0,18.68,6,19,1,19.9,19.0,9.3,16.7,6.7,11.0,5.9,11.5,devops_specialists,8
18556,18556,18556,37.0,14.16,5,8,5,28.1,20.9,2.5,19.8,12.9,8.9,7.0,0.0,devops_specialists,8
18557,18557,18557,42.0,1.59,6,20,2,19.8,24.4,4.5,13.9,10.7,2.0,1.2,23.5,full_stack_enterprise,2
18558,18558,18558,83.0,9.25,6,21,3,22.1,16.2,13.4,9.3,10.8,7.0,11.0,10.2,frontend_specialists,0
18559,18559,18559,47.0,30.54,5,19,7,23.7,15.7,10.2,9.3,10.1,7.9,10.1,13.0,maintenance_specialists,4
18560,18560,18560,36.0,19.54,2,15,6,21.3,12.8,5.7,8.1,7.9,15.5,5.7,23.0,full_stack_enterprise,2
18561,18561,18561,28.0,0.0,1,19,5,18.5,22.6,4.7,11.2,8.8,14.1,13.4,6.7,innovation_focused,6
18562,18562,18562,18.0,24.66,2,12,6,22.5,15.3,13.7,11.7,10.7,3.4,13.2,9.6,innovation_focused,6
18563,18563,18563,50.0,5.78,5,18,7,18.6,24.1,22.4,6.4,0.1,7.5,0.0,21.0,full_stack_enterprise,2
18564,18564,18564,55.0,22.15,6,18,3,20.2,10.5,9.9,8.5,3.1,12.0,18.8,17.0,technical_diversified,5
18565,18565,18565,39.0,25.34,6,12,5,9.8,32.3,6.6,4.6,21.1,3.5,10.9,11.3,full_service_partners,3
18566,18566,18566,45.0,15.81,7,18,6,21.4,7.5,19.5,12.5,13.7,0.0,10.1,15.4,frontend_specialists,0
18567,18567,18567,27.0,7.02,1,10,7,26.8,22.3,8.6,0.0,9.7,13.2,14.9,4.5,backend_infrastructure,9
18568,18568,18568,47.0,9.28,6,18,2,11.4,23.4,8.2,0.0,20.8,0.0,16.6,19.6,full_service_partners,3
18569,18569,18569,52.0,20.03,3,18,1,16.3,22.4,3.9,13.8,8.6,9.1,7.2,18.7,full_stack_enterprise,2
18570,18570,18570,37.0,5.92,4,9,4,11.6,19.4,2.0,6.5,11.0,13.8,27.9,7.7,technical_diversified,5
18571,18571,18571,70.0,10.34,7,17,1,18.7,17.0,2.3,17.8,15.4,4.2,9.4,15.1,devops_specialists,8
18572,18572,18572,32.0,19.1,1,11,5,23.6,20.4,12.3,17.5,4.9,10.5,10.7,0.0,devops_specialists,8
18573,18573,18573,49.0,9.79,3,8,5,28.8,23.2,12.6,16.7,8.2,5.8,4.8,0.0,backend_infrastructure,9
18574,18574,18574,58.0,26.37,6,14,3,29.1,19.5,24.8,9.9,0.0,1.0,11.0,4.7,frontend_specialists,0
18575,18575,18575,44.0,6.7,7,15,2,17.2,19.1,18.7,2.1,4.3,8.0,5.9,24.7,full_stack_enterprise,2
18576,18576,18576,42.0,0.0,5,9,4,22.4,30.4,9.5,2.6,16.7,2.3,13.7,2.3,full_service_partners,3
18577,18577,18577,24.0,8.77,1,8,3,21.2,26.5,7.1,15.1,12.7,4.2,7.2,6.0,innovation_focused,6
18578,18578,18578,65.0,17.48,2,14,7,24.7,21.9,15.4,15.1,7.3,9.4,0.0,6.2,frontend_specialists,0
18579,18579,18579,42.0,21.91,6,13,2,30.7,19.2,17.4,18.6,0.6,0.0,2.0,11.4,devops_specialists,8
18580,18580,18580,53.0,11.73,4,12,2,23.6,17.2,14.7,7.3,12.2,5.2,9.7,10.2,frontend_specialists,0
18581,18581,18581,55.0,12.78,6,21,1,23.0,14.2,6.6,15.8,12.6,12.0,0.0,15.7,full_stack_enterprise,2
18582,18582,18582,36.0,14.75,7,13,1,19.4,22.4,2.4,5.9,5.9,23.1,13.4,7.7,security_focused,7
18583,18583,18583,42.0,28.94,2,20,2,20.9,20.7,10.8,1.2,25.5,10.6,0.0,10.2,full_service_partners,3
18584,18584,18584,65.0,18.03,2,13,4,17.8,11.6,13.5,17.2,7.5,10.3,10.7,11.5,devops_specialists,8
18585,18585,18585,28.0,11.06,4,20,4,24.5,20.7,16.2,14.7,5.2,0.0,6.8,11.9,innovation_focused,6
18586,18586,18586,77.0,31.41,2,16,5,18.0,11.0,10.5,9.6,8.0,16.1,14.5,12.3,security_focused,7
